codigo_estacion,nombre_estacion,fecha,pm25
12,CEN-TRAF,2021-11-28,19.791666666666668
12,CEN-TRAF,2021-11-29,22.82608695652174
12,CEN-TRAF,2021-11-30,28.208333333333332
12,CEN-TRAF,2021-12-01,29.5
12,CEN-TRAF,2021-12-02,24.125
12,CEN-TRAF,2021-12-03,25.083333333333332
12,CEN-TRAF,2021-12-04,25.291666666666668
12,CEN-TRAF,2021-12-05,22.125
12,CEN-TRAF,2021-12-06,26.0
12,CEN-TRAF,2021-12-07,27.583333333333332
12,CEN-TRAF,2021-12-08,30.291666666666668
12,CEN-TRAF,2021-12-09,29.428571428571427
12,CEN-TRAF,2021-12-10,27.933333333333334
12,CEN-TRAF,2021-12-11,32.833333333333336
12,CEN-TRAF,2021-12-12,27.916666666666668
12,CEN-TRAF,2021-12-13,24.041666666666668
12,CEN-TRAF,2021-12-14,28.1
12,CEN-TRAF,2021-12-15,28.375
12,CEN-TRAF,2021-12-16,27.333333333333332
12,CEN-TRAF,2021-12-17,30.75
12,CEN-TRAF,2021-12-18,59.625
12,CEN-TRAF,2021-12-19,35.875
12,CEN-TRAF,2021-12-20,27.041666666666668
12,CEN-TRAF,2021-12-21,43.833333333333336
12,CEN-TRAF,2021-12-22,27.291666666666668
12,CEN-TRAF,2021-12-23,25.833333333333332
12,CEN-TRAF,2021-12-24,23.958333333333332
12,CEN-TRAF,2021-12-25,20.833333333333332
12,CEN-TRAF,2021-12-26,18.375
12,CEN-TRAF,2021-12-27,27.291666666666668
12,CEN-TRAF,2021-12-28,28.0
12,CEN-TRAF,2021-12-29,33.23809523809524
12,CEN-TRAF,2021-12-30,33.04545454545455
12,CEN-TRAF,2021-12-31,26.181818181818183
12,CEN-TRAF,2022-01-01,25.541666666666668
12,CEN-TRAF,2022-01-02,20.125
12,CEN-TRAF,2022-01-03,66.45833333333333
12,CEN-TRAF,2022-01-04,27.416666666666668
12,CEN-TRAF,2022-01-05,24.625
12,CEN-TRAF,2022-01-06,29.708333333333332
12,CEN-TRAF,2022-01-07,28.708333333333332
12,CEN-TRAF,2022-01-08,30.625
12,CEN-TRAF,2022-01-09,24.583333333333332
12,CEN-TRAF,2022-01-10,20.541666666666668
12,CEN-TRAF,2022-01-11,27.375
12,CEN-TRAF,2022-01-12,26.083333333333332
12,CEN-TRAF,2022-01-13,22.416666666666668
12,CEN-TRAF,2022-01-14,22.208333333333332
12,CEN-TRAF,2022-01-15,21.458333333333332
12,CEN-TRAF,2022-01-16,23.458333333333332
12,CEN-TRAF,2022-01-17,30.541666666666668
12,CEN-TRAF,2022-01-18,32.0
12,CEN-TRAF,2022-01-19,107.95652173913044
12,CEN-TRAF,2022-01-20,24.375
12,CEN-TRAF,2022-01-21,31.416666666666668
12,CEN-TRAF,2022-01-22,30.625
12,CEN-TRAF,2022-01-23,21.666666666666668
12,CEN-TRAF,2022-01-24,28.083333333333332
12,CEN-TRAF,2022-01-25,29.416666666666668
12,CEN-TRAF,2022-01-26,32.333333333333336
12,CEN-TRAF,2022-01-27,31.0
12,CEN-TRAF,2022-01-28,32.875
12,CEN-TRAF,2022-01-29,32.0
12,CEN-TRAF,2022-01-30,24.583333333333332
12,CEN-TRAF,2022-01-31,29.375
12,CEN-TRAF,2022-02-01,58.5
12,CEN-TRAF,2022-02-02,7.395833333333333
12,CEN-TRAF,2022-02-03,56.25
12,CEN-TRAF,2022-02-04,40.125
12,CEN-TRAF,2022-02-05,37.041666666666664
12,CEN-TRAF,2022-02-06,28.25
12,CEN-TRAF,2022-02-07,27.708333333333332
12,CEN-TRAF,2022-02-08,35.333333333333336
12,CEN-TRAF,2022-02-09,32.083333333333336
12,CEN-TRAF,2022-02-10,33.958333333333336
12,CEN-TRAF,2022-02-11,25.208333333333332
12,CEN-TRAF,2022-02-12,24.041666666666668
12,CEN-TRAF,2022-02-13,21.791666666666668
12,CEN-TRAF,2022-02-14,29.083333333333332
12,CEN-TRAF,2022-02-15,28.09090909090909
12,CEN-TRAF,2022-02-16,31.583333333333332
12,CEN-TRAF,2022-02-17,115.75
12,CEN-TRAF,2022-02-18,35.583333333333336
12,CEN-TRAF,2022-02-19,29.875
12,CEN-TRAF,2022-02-20,27.541666666666668
12,CEN-TRAF,2022-02-21,27.708333333333332
12,CEN-TRAF,2022-02-22,35.625
12,CEN-TRAF,2022-02-23,43.0
12,CEN-TRAF,2022-02-24,50.458333333333336
12,CEN-TRAF,2022-02-25,55.041666666666664
12,CEN-TRAF,2022-02-26,48.0
12,CEN-TRAF,2022-02-27,35.791666666666664
12,CEN-TRAF,2022-02-28,30.333333333333332
12,CEN-TRAF,2022-03-01,23.08695652173913
12,CEN-TRAF,2022-03-02,35.916666666666664
12,CEN-TRAF,2022-03-03,26.708333333333332
12,CEN-TRAF,2022-03-04,31.25
12,CEN-TRAF,2022-03-05,30.208333333333332
12,CEN-TRAF,2022-03-06,23.458333333333332
12,CEN-TRAF,2022-03-07,28.0
12,CEN-TRAF,2022-03-08,63.25
12,CEN-TRAF,2022-03-09,31.416666666666668
12,CEN-TRAF,2022-03-10,24.416666666666668
12,CEN-TRAF,2022-03-11,25.583333333333332
12,CEN-TRAF,2022-03-12,23.541666666666668
12,CEN-TRAF,2022-03-13,23.791666666666668
12,CEN-TRAF,2022-03-14,22.75
12,CEN-TRAF,2022-03-15,33.75
12,CEN-TRAF,2022-03-16,37.291666666666664
12,CEN-TRAF,2022-03-17,74.875
12,CEN-TRAF,2022-03-18,46.125
12,CEN-TRAF,2022-03-19,41.916666666666664
12,CEN-TRAF,2022-03-20,26.958333333333332
12,CEN-TRAF,2022-03-21,30.083333333333332
12,CEN-TRAF,2022-03-22,38.791666666666664
12,CEN-TRAF,2022-03-23,40.5
12,CEN-TRAF,2022-03-24,44.166666666666664
12,CEN-TRAF,2022-03-25,43.5
12,CEN-TRAF,2022-03-26,37.75
12,CEN-TRAF,2022-03-27,26.625
12,CEN-TRAF,2022-03-28,32.375
12,CEN-TRAF,2022-03-29,25.75
12,CEN-TRAF,2022-03-30,29.541666666666668
12,CEN-TRAF,2022-03-31,31.625
12,CEN-TRAF,2022-04-01,22.5
12,CEN-TRAF,2022-04-02,29.416666666666668
12,CEN-TRAF,2022-04-03,22.166666666666668
12,CEN-TRAF,2022-04-04,23.0
12,CEN-TRAF,2022-04-05,24.916666666666668
12,CEN-TRAF,2022-04-06,24.291666666666668
12,CEN-TRAF,2022-04-07,24.541666666666668
12,CEN-TRAF,2022-04-08,21.5
12,CEN-TRAF,2022-04-09,20.833333333333332
12,CEN-TRAF,2022-04-10,15.411764705882353
12,CEN-TRAF,2022-04-11,22.458333333333332
12,CEN-TRAF,2022-04-12,19.958333333333332
12,CEN-TRAF,2022-04-13,27.166666666666668
12,CEN-TRAF,2022-04-14,29.45
12,CEN-TRAF,2022-04-15,17.636363636363637
12,CEN-TRAF,2022-04-16,19.291666666666668
12,CEN-TRAF,2022-04-17,16.166666666666668
12,CEN-TRAF,2022-04-18,27.956521739130434
12,CEN-TRAF,2022-04-19,20.708333333333332
12,CEN-TRAF,2022-04-20,22.956521739130434
12,CEN-TRAF,2022-04-21,19.666666666666668
12,CEN-TRAF,2022-04-22,18.708333333333332
12,CEN-TRAF,2022-04-23,19.0
12,CEN-TRAF,2022-04-24,15.73913043478261
12,CEN-TRAF,2022-04-25,20.458333333333332
12,CEN-TRAF,2022-04-26,31.0
12,CEN-TRAF,2022-04-27,30.125
12,CEN-TRAF,2022-04-28,21.5
12,CEN-TRAF,2022-04-29,20.875
12,CEN-TRAF,2022-04-30,29.375
12,CEN-TRAF,2022-05-01,15.458333333333334
12,CEN-TRAF,2022-05-02,17.208333333333332
12,CEN-TRAF,2022-05-03,18.875
12,CEN-TRAF,2022-05-04,23.75
12,CEN-TRAF,2022-05-05,22.833333333333332
12,CEN-TRAF,2022-05-06,27.041666666666668
12,CEN-TRAF,2022-05-07,26.416666666666668
12,CEN-TRAF,2022-05-08,21.5
12,CEN-TRAF,2022-05-09,26.75
12,CEN-TRAF,2022-05-10,29.333333333333332
12,CEN-TRAF,2022-05-11,35.26086956521739
12,CEN-TRAF,2022-05-12,27.708333333333332
12,CEN-TRAF,2022-05-13,23.833333333333332
12,CEN-TRAF,2022-05-14,22.208333333333332
12,CEN-TRAF,2022-05-15,16.416666666666668
12,CEN-TRAF,2022-05-16,26.125
12,CEN-TRAF,2022-05-17,22.75
12,CEN-TRAF,2022-05-18,26.7
12,CEN-TRAF,2022-05-19,30.458333333333332
12,CEN-TRAF,2022-05-20,28.541666666666668
12,CEN-TRAF,2022-05-21,23.166666666666668
12,CEN-TRAF,2022-05-22,31.041666666666668
12,CEN-TRAF,2022-05-23,19.625
12,CEN-TRAF,2022-05-24,68.25
12,CEN-TRAF,2022-05-25,25.541666666666668
12,CEN-TRAF,2022-05-26,23.875
12,CEN-TRAF,2022-05-27,21.416666666666668
12,CEN-TRAF,2022-05-28,21.125
12,CEN-TRAF,2022-05-29,15.458333333333334
12,CEN-TRAF,2022-05-30,14.833333333333334
12,CEN-TRAF,2022-05-31,66.41666666666667
12,CEN-TRAF,2022-06-01,37.25
12,CEN-TRAF,2022-06-02,24.979166666666668
12,CEN-TRAF,2022-06-03,31.083333333333332
12,CEN-TRAF,2022-06-04,37.916666666666664
12,CEN-TRAF,2022-06-05,30.125
12,CEN-TRAF,2022-06-06,35.458333333333336
12,CEN-TRAF,2022-06-07,33.083333333333336
12,CEN-TRAF,2022-06-08,37.541666666666664
12,CEN-TRAF,2022-06-09,30.041666666666668
12,CEN-TRAF,2022-06-10,33.041666666666664
12,CEN-TRAF,2022-06-11,24.0
12,CEN-TRAF,2022-06-12,16.875
12,CEN-TRAF,2022-06-13,21.75
12,CEN-TRAF,2022-06-14,22.041666666666668
12,CEN-TRAF,2022-06-15,30.041666666666668
12,CEN-TRAF,2022-06-16,25.0
12,CEN-TRAF,2022-06-17,38.541666666666664
12,CEN-TRAF,2022-06-18,36.583333333333336
12,CEN-TRAF,2022-06-19,19.166666666666668
12,CEN-TRAF,2022-06-20,19.666666666666668
12,CEN-TRAF,2022-06-21,28.61111111111111
12,CEN-TRAF,2022-06-22,29.681818181818183
12,CEN-TRAF,2022-06-23,26.708333333333332
12,CEN-TRAF,2022-06-24,22.75
12,CEN-TRAF,2022-06-25,25.5
12,CEN-TRAF,2022-06-26,21.583333333333332
12,CEN-TRAF,2022-06-27,21.458333333333332
12,CEN-TRAF,2022-06-28,21.791666666666668
12,CEN-TRAF,2022-06-29,19.666666666666668
12,CEN-TRAF,2022-06-30,25.458333333333332
12,CEN-TRAF,2022-07-01,30.833333333333332
12,CEN-TRAF,2022-07-02,25.583333333333332
12,CEN-TRAF,2022-07-03,17.666666666666668
12,CEN-TRAF,2022-07-04,15.25
12,CEN-TRAF,2022-07-05,97.5625
12,CEN-TRAF,2022-07-06,24.791666666666668
12,CEN-TRAF,2022-07-07,26.125
12,CEN-TRAF,2022-07-08,26.166666666666668
12,CEN-TRAF,2022-07-09,25.333333333333332
12,CEN-TRAF,2022-07-10,19.791666666666668
12,CEN-TRAF,2022-07-11,25.333333333333332
12,CEN-TRAF,2022-07-12,30.125
12,CEN-TRAF,2022-07-13,20.708333333333332
12,CEN-TRAF,2022-07-14,23.583333333333332
12,CEN-TRAF,2022-07-15,30.416666666666668
12,CEN-TRAF,2022-07-16,30.75
12,CEN-TRAF,2022-07-17,21.041666666666668
12,CEN-TRAF,2022-07-18,18.708333333333332
12,CEN-TRAF,2022-07-19,19.666666666666668
12,CEN-TRAF,2022-07-20,22.458333333333332
12,CEN-TRAF,2022-07-21,24.208333333333332
12,CEN-TRAF,2022-07-22,26.5
12,CEN-TRAF,2022-07-23,24.208333333333332
12,CEN-TRAF,2022-07-24,23.166666666666668
12,CEN-TRAF,2022-07-25,22.583333333333332
12,CEN-TRAF,2022-07-26,25.416666666666668
12,CEN-TRAF,2022-07-27,28.333333333333332
12,CEN-TRAF,2022-07-28,23.083333333333332
12,CEN-TRAF,2022-07-29,21.541666666666668
12,CEN-TRAF,2022-07-30,23.625
12,CEN-TRAF,2022-07-31,23.541666666666668
12,CEN-TRAF,2022-08-01,20.083333333333332
12,CEN-TRAF,2022-08-02,29.958333333333332
12,CEN-TRAF,2022-08-03,27.625
12,CEN-TRAF,2022-08-04,26.375
12,CEN-TRAF,2022-08-05,29.125
12,CEN-TRAF,2022-08-06,27.208333333333332
12,CEN-TRAF,2022-08-07,16.916666666666668
12,CEN-TRAF,2022-08-08,59.875
12,CEN-TRAF,2022-08-09,24.541666666666668
12,CEN-TRAF,2022-08-10,22.25
12,CEN-TRAF,2022-08-11,25.541666666666668
12,CEN-TRAF,2022-08-12,73.66666666666667
12,CEN-TRAF,2022-08-13,24.916666666666668
12,CEN-TRAF,2022-08-14,14.583333333333334
12,CEN-TRAF,2022-08-15,15.708333333333334
12,CEN-TRAF,2022-08-16,20.916666666666668
12,CEN-TRAF,2022-08-17,62.958333333333336
12,CEN-TRAF,2022-08-18,22.666666666666668
12,CEN-TRAF,2022-08-19,26.333333333333332
12,CEN-TRAF,2022-08-20,121.4
12,CEN-TRAF,2022-08-21,87.92857142857143
12,CEN-TRAF,2022-08-22,108.1304347826087
12,CEN-TRAF,2022-08-23,24.125
12,CEN-TRAF,2022-08-24,27.666666666666668
12,CEN-TRAF,2022-08-25,30.375
12,CEN-TRAF,2022-08-26,31.958333333333332
12,CEN-TRAF,2022-08-27,35.791666666666664
12,CEN-TRAF,2022-08-28,19.041666666666668
12,CEN-TRAF,2022-08-29,20.083333333333332
12,CEN-TRAF,2022-08-30,25.166666666666668
12,CEN-TRAF,2022-08-31,24.375
12,CEN-TRAF,2022-09-01,28.25
12,CEN-TRAF,2022-09-02,28.125
12,CEN-TRAF,2022-09-03,24.875
12,CEN-TRAF,2022-09-04,21.625
12,CEN-TRAF,2022-09-05,34.333333333333336
12,CEN-TRAF,2022-09-06,73.75
12,CEN-TRAF,2022-09-07,34.65217391304348
12,CEN-TRAF,2022-09-08,28.416666666666668
12,CEN-TRAF,2022-09-09,28.708333333333332
12,CEN-TRAF,2022-09-10,26.875
12,CEN-TRAF,2022-09-11,21.375
12,CEN-TRAF,2022-09-12,25.25
12,CEN-TRAF,2022-09-13,28.833333333333332
12,CEN-TRAF,2022-09-14,30.083333333333332
12,CEN-TRAF,2022-09-15,35.333333333333336
12,CEN-TRAF,2022-09-16,27.708333333333332
12,CEN-TRAF,2022-09-17,37.791666666666664
12,CEN-TRAF,2022-09-18,18.916666666666668
12,CEN-TRAF,2022-09-19,25.708333333333332
12,CEN-TRAF,2022-09-20,33.916666666666664
12,CEN-TRAF,2022-09-21,30.208333333333332
12,CEN-TRAF,2022-09-22,28.916666666666668
12,CEN-TRAF,2022-09-23,41.5
12,CEN-TRAF,2022-09-24,39.375
12,CEN-TRAF,2022-09-25,31.5
12,CEN-TRAF,2022-09-26,27.666666666666668
12,CEN-TRAF,2022-09-27,26.666666666666668
12,CEN-TRAF,2022-09-28,24.428571428571427
12,CEN-TRAF,2022-09-29,37.166666666666664
12,CEN-TRAF,2022-09-30,35.291666666666664
12,CEN-TRAF,2022-10-01,32.416666666666664
12,CEN-TRAF,2022-10-02,18.958333333333332
12,CEN-TRAF,2022-10-03,20.0
12,CEN-TRAF,2022-10-04,21.958333333333332
12,CEN-TRAF,2022-10-05,26.08695652173913
12,CEN-TRAF,2022-10-06,25.458333333333332
12,CEN-TRAF,2022-10-07,30.458333333333332
12,CEN-TRAF,2022-10-08,21.625
12,CEN-TRAF,2022-10-09,26.666666666666668
12,CEN-TRAF,2022-10-10,26.708333333333332
12,CEN-TRAF,2022-10-11,66.58333333333333
12,CEN-TRAF,2022-10-12,27.4
28,ITA-CJUS,2021-10-12,118.6
28,ITA-CJUS,2021-10-13,25.333333333333332
28,ITA-CJUS,2021-10-14,22.916666666666668
28,ITA-CJUS,2021-10-15,29.791666666666668
28,ITA-CJUS,2021-10-16,28.291666666666668
28,ITA-CJUS,2021-10-17,14.791666666666666
28,ITA-CJUS,2021-10-18,15.333333333333334
28,ITA-CJUS,2021-10-19,15.166666666666666
28,ITA-CJUS,2021-10-20,17.666666666666668
28,ITA-CJUS,2021-10-21,23.208333333333332
28,ITA-CJUS,2021-10-22,31.291666666666668
28,ITA-CJUS,2021-10-23,31.583333333333332
28,ITA-CJUS,2021-10-24,22.041666666666668
28,ITA-CJUS,2021-10-25,21.0
28,ITA-CJUS,2021-10-26,19.916666666666668
28,ITA-CJUS,2021-10-27,23.041666666666668
28,ITA-CJUS,2021-10-28,40.375
28,ITA-CJUS,2021-10-29,68.25
28,ITA-CJUS,2021-10-30,20.916666666666668
28,ITA-CJUS,2021-10-31,12.5
28,ITA-CJUS,2021-11-01,15.291666666666666
28,ITA-CJUS,2021-11-02,20.041666666666668
28,ITA-CJUS,2021-11-03,18.916666666666668
28,ITA-CJUS,2021-11-04,22.666666666666668
28,ITA-CJUS,2021-11-05,20.625
28,ITA-CJUS,2021-11-06,17.208333333333332
28,ITA-CJUS,2021-11-07,20.541666666666668
28,ITA-CJUS,2021-11-08,19.541666666666668
28,ITA-CJUS,2021-11-09,25.583333333333332
28,ITA-CJUS,2021-11-10,25.666666666666668
28,ITA-CJUS,2021-11-11,25.0
28,ITA-CJUS,2021-11-12,22.666666666666668
28,ITA-CJUS,2021-11-13,18.416666666666668
28,ITA-CJUS,2021-11-14,26.25
28,ITA-CJUS,2021-11-15,25.166666666666668
28,ITA-CJUS,2021-11-16,30.166666666666668
28,ITA-CJUS,2021-11-17,21.5
28,ITA-CJUS,2021-11-18,18.5
28,ITA-CJUS,2021-11-19,18.571428571428573
28,ITA-CJUS,2021-11-20,19.625
28,ITA-CJUS,2021-11-21,25.3
28,ITA-CJUS,2021-11-22,30.583333333333332
28,ITA-CJUS,2021-11-23,71.0
28,ITA-CJUS,2021-11-24,22.708333333333332
28,ITA-CJUS,2021-11-25,21.782608695652176
28,ITA-CJUS,2021-11-26,20.09090909090909
28,ITA-CJUS,2021-11-27,21.958333333333332
28,ITA-CJUS,2021-11-28,16.125
28,ITA-CJUS,2021-11-29,18.347826086956523
28,ITA-CJUS,2021-11-30,21.041666666666668
28,ITA-CJUS,2021-12-01,22.541666666666668
28,ITA-CJUS,2021-12-02,16.125
28,ITA-CJUS,2021-12-03,19.083333333333332
28,ITA-CJUS,2021-12-04,20.291666666666668
28,ITA-CJUS,2021-12-05,16.916666666666668
28,ITA-CJUS,2021-12-06,20.25
28,ITA-CJUS,2021-12-07,19.375
28,ITA-CJUS,2021-12-08,26.208333333333332
28,ITA-CJUS,2021-12-09,19.75
28,ITA-CJUS,2021-12-10,21.708333333333332
28,ITA-CJUS,2021-12-11,24.166666666666668
28,ITA-CJUS,2021-12-12,18.666666666666668
28,ITA-CJUS,2021-12-13,14.214285714285714
28,ITA-CJUS,2021-12-14,219.7
28,ITA-CJUS,2021-12-15,25.666666666666668
28,ITA-CJUS,2021-12-16,141.70833333333334
28,ITA-CJUS,2021-12-17,26.875
28,ITA-CJUS,2021-12-18,42.458333333333336
28,ITA-CJUS,2021-12-19,36.25
28,ITA-CJUS,2021-12-20,19.833333333333332
28,ITA-CJUS,2021-12-21,32.208333333333336
28,ITA-CJUS,2021-12-22,22.583333333333332
28,ITA-CJUS,2021-12-23,19.333333333333332
28,ITA-CJUS,2021-12-24,22.625
28,ITA-CJUS,2021-12-25,25.583333333333332
28,ITA-CJUS,2021-12-26,18.708333333333332
28,ITA-CJUS,2021-12-27,26.333333333333332
28,ITA-CJUS,2021-12-28,24.875
28,ITA-CJUS,2021-12-29,33.23809523809524
28,ITA-CJUS,2021-12-30,33.18181818181818
28,ITA-CJUS,2021-12-31,25.09090909090909
28,ITA-CJUS,2022-01-01,28.291666666666668
28,ITA-CJUS,2022-01-02,17.666666666666668
28,ITA-CJUS,2022-01-03,23.958333333333332
28,ITA-CJUS,2022-01-04,24.25
28,ITA-CJUS,2022-01-05,22.916666666666668
28,ITA-CJUS,2022-01-06,26.125
28,ITA-CJUS,2022-01-07,18.583333333333332
28,ITA-CJUS,2022-01-08,28.375
28,ITA-CJUS,2022-01-09,24.0
28,ITA-CJUS,2022-01-10,19.208333333333332
28,ITA-CJUS,2022-01-11,21.5
28,ITA-CJUS,2022-01-12,17.583333333333332
28,ITA-CJUS,2022-01-13,19.208333333333332
28,ITA-CJUS,2022-01-14,19.208333333333332
28,ITA-CJUS,2022-01-15,19.25
28,ITA-CJUS,2022-01-16,21.25
28,ITA-CJUS,2022-01-17,24.583333333333332
28,ITA-CJUS,2022-01-18,63.25
28,ITA-CJUS,2022-01-19,20.333333333333332
28,ITA-CJUS,2022-01-20,26.916666666666668
28,ITA-CJUS,2022-01-21,110.79166666666667
28,ITA-CJUS,2022-01-22,31.708333333333332
28,ITA-CJUS,2022-01-23,24.416666666666668
28,ITA-CJUS,2022-01-24,26.75
28,ITA-CJUS,2022-01-25,27.416666666666668
28,ITA-CJUS,2022-01-26,27.958333333333332
28,ITA-CJUS,2022-01-27,31.375
28,ITA-CJUS,2022-01-28,30.958333333333332
28,ITA-CJUS,2022-01-29,35.25
28,ITA-CJUS,2022-01-30,25.166666666666668
28,ITA-CJUS,2022-01-31,27.291666666666668
28,ITA-CJUS,2022-02-01,26.5
28,ITA-CJUS,2022-02-02,27.791666666666668
28,ITA-CJUS,2022-02-03,37.625
28,ITA-CJUS,2022-02-04,43.75
28,ITA-CJUS,2022-02-05,35.083333333333336
28,ITA-CJUS,2022-02-06,29.166666666666668
28,ITA-CJUS,2022-02-07,24.791666666666668
28,ITA-CJUS,2022-02-08,33.75
28,ITA-CJUS,2022-02-09,32.166666666666664
28,ITA-CJUS,2022-02-10,78.66666666666667
28,ITA-CJUS,2022-02-11,24.958333333333332
28,ITA-CJUS,2022-02-12,31.458333333333332
28,ITA-CJUS,2022-02-13,29.041666666666668
28,ITA-CJUS,2022-02-14,36.0
28,ITA-CJUS,2022-02-15,29.571428571428573
28,ITA-CJUS,2022-02-16,32.083333333333336
28,ITA-CJUS,2022-02-17,39.041666666666664
28,ITA-CJUS,2022-02-18,72.66666666666667
28,ITA-CJUS,2022-02-19,28.083333333333332
28,ITA-CJUS,2022-02-20,26.958333333333332
28,ITA-CJUS,2022-02-21,69.95833333333333
28,ITA-CJUS,2022-02-22,33.416666666666664
28,ITA-CJUS,2022-02-23,46.083333333333336
28,ITA-CJUS,2022-02-24,51.875
28,ITA-CJUS,2022-02-25,54.208333333333336
28,ITA-CJUS,2022-02-26,47.041666666666664
28,ITA-CJUS,2022-02-27,35.541666666666664
28,ITA-CJUS,2022-02-28,27.708333333333332
28,ITA-CJUS,2022-03-01,20.875
28,ITA-CJUS,2022-03-02,28.583333333333332
28,ITA-CJUS,2022-03-03,26.083333333333332
28,ITA-CJUS,2022-03-04,33.541666666666664
28,ITA-CJUS,2022-03-05,31.0
28,ITA-CJUS,2022-03-06,21.791666666666668
28,ITA-CJUS,2022-03-07,25.333333333333332
28,ITA-CJUS,2022-03-08,22.25
28,ITA-CJUS,2022-03-09,30.375
28,ITA-CJUS,2022-03-10,22.0
28,ITA-CJUS,2022-03-11,26.583333333333332
28,ITA-CJUS,2022-03-12,27.416666666666668
28,ITA-CJUS,2022-03-13,28.083333333333332
28,ITA-CJUS,2022-03-14,25.958333333333332
28,ITA-CJUS,2022-03-15,36.958333333333336
28,ITA-CJUS,2022-03-16,93.25
28,ITA-CJUS,2022-03-17,92.66666666666667
28,ITA-CJUS,2022-03-18,169.875
28,ITA-CJUS,2022-03-19,47.0
28,ITA-CJUS,2022-03-20,37.416666666666664
28,ITA-CJUS,2022-03-21,39.0
28,ITA-CJUS,2022-03-22,45.583333333333336
28,ITA-CJUS,2022-03-23,45.416666666666664
28,ITA-CJUS,2022-03-24,52.708333333333336
28,ITA-CJUS,2022-03-25,48.833333333333336
28,ITA-CJUS,2022-03-26,47.291666666666664
28,ITA-CJUS,2022-03-27,29.458333333333332
28,ITA-CJUS,2022-03-28,32.75
28,ITA-CJUS,2022-03-29,24.083333333333332
28,ITA-CJUS,2022-03-30,29.916666666666668
28,ITA-CJUS,2022-03-31,34.458333333333336
28,ITA-CJUS,2022-04-01,24.291666666666668
28,ITA-CJUS,2022-04-02,32.5
28,ITA-CJUS,2022-04-03,31.041666666666668
28,ITA-CJUS,2022-04-04,27.291666666666668
28,ITA-CJUS,2022-04-05,27.083333333333332
28,ITA-CJUS,2022-04-06,29.791666666666668
28,ITA-CJUS,2022-04-07,27.75
28,ITA-CJUS,2022-04-08,28.666666666666668
28,ITA-CJUS,2022-04-09,23.75
28,ITA-CJUS,2022-04-10,24.833333333333332
28,ITA-CJUS,2022-04-11,65.70833333333333
28,ITA-CJUS,2022-04-12,63.833333333333336
28,ITA-CJUS,2022-04-13,34.75
28,ITA-CJUS,2022-04-14,32.75
28,ITA-CJUS,2022-04-15,22.291666666666668
28,ITA-CJUS,2022-04-16,22.5
28,ITA-CJUS,2022-04-17,18.0
28,ITA-CJUS,2022-04-18,27.041666666666668
28,ITA-CJUS,2022-04-19,17.875
28,ITA-CJUS,2022-04-20,21.125
28,ITA-CJUS,2022-04-21,98.41666666666667
28,ITA-CJUS,2022-04-22,16.541666666666668
28,ITA-CJUS,2022-04-23,19.875
28,ITA-CJUS,2022-04-24,16.565217391304348
28,ITA-CJUS,2022-04-25,21.416666666666668
28,ITA-CJUS,2022-04-26,32.125
