fecha,estacion,lat,lon,comuna,pm25,pm10,o3
2022-01-31,Museo de Antioquia,6.2518,-75.5636,La Candelaria,25.78,56.08,29.47
2022-02-01,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.38,36.36,18.05
2022-02-02,Museo de Antioquia,6.2518,-75.5636,La Candelaria,27.37,51.87,40.08
2022-02-03,Museo de Antioquia,6.2518,-75.5636,La Candelaria,23.12,27.47,33.69
2022-02-04,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.26,32.04,37.58
2022-02-05,Museo de Antioquia,6.2518,-75.5636,La Candelaria,28.23,69.68,42.62
2022-02-06,Museo de Antioquia,6.2518,-75.5636,La Candelaria,27.06,47.96,11.22
2022-02-07,Museo de Antioquia,6.2518,-75.5636,La Candelaria,24.79,45.22,76.95
2022-02-08,Museo de Antioquia,6.2518,-75.5636,La Candelaria,23.46,45.25,39.48
2022-02-09,Museo de Antioquia,6.2518,-75.5636,La Candelaria,15.65,39.6,51.28
2022-02-10,Museo de Antioquia,6.2518,-75.5636,La Candelaria,31.33,47.3,61.04
2022-02-11,Museo de Antioquia,6.2518,-75.5636,La Candelaria,13.79,30.68,72.86
2022-02-12,Museo de Antioquia,6.2518,-75.5636,La Candelaria,17.08,25.07,41.49
2022-02-13,Museo de Antioquia,6.2518,-75.5636,La Candelaria,20.97,22.24,41.03
2022-02-14,Museo de Antioquia,6.2518,-75.5636,La Candelaria,16.5,34.44,26.21
2022-02-15,Museo de Antioquia,6.2518,-75.5636,La Candelaria,37.4,59.49,35.17
2022-02-16,Museo de Antioquia,6.2518,-75.5636,La Candelaria,31.51,44.41,43.41
2022-02-17,Museo de Antioquia,6.2518,-75.5636,La Candelaria,35.46,47.75,42.77
2022-02-18,Museo de Antioquia,6.2518,-75.5636,La Candelaria,27.08,56.56,21.45
2022-02-19,Museo de Antioquia,6.2518,-75.5636,La Candelaria,14.44,31.2,44.45
2022-02-20,Museo de Antioquia,6.2518,-75.5636,La Candelaria,27.0,52.07,29.8
2022-02-21,Museo de Antioquia,6.2518,-75.5636,La Candelaria,26.86,51.28,29.28
2022-02-22,Museo de Antioquia,6.2518,-75.5636,La Candelaria,39.93,76.61,22.13
2022-02-23,Museo de Antioquia,6.2518,-75.5636,La Candelaria,30.25,44.71,51.81
2022-02-24,Museo de Antioquia,6.2518,-75.5636,La Candelaria,34.27,53.48,54.45
2022-02-25,Museo de Antioquia,6.2518,-75.5636,La Candelaria,28.3,59.16,68.45
2022-02-26,Museo de Antioquia,6.2518,-75.5636,La Candelaria,23.04,33.93,26.66
2022-02-27,Museo de Antioquia,6.2518,-75.5636,La Candelaria,18.47,32.48,45.12
2022-02-28,Museo de Antioquia,6.2518,-75.5636,La Candelaria,27.21,57.26,40.2
2022-03-01,Museo de Antioquia,6.2518,-75.5636,La Candelaria,29.63,50.68,80.8
2022-03-02,Museo de Antioquia,6.2518,-75.5636,La Candelaria,23.01,32.84,23.94
2022-03-03,Museo de Antioquia,6.2518,-75.5636,La Candelaria,21.86,37.11,50.71
2022-03-04,Museo de Antioquia,6.2518,-75.5636,La Candelaria,21.79,38.49,27.3
2022-03-05,Museo de Antioquia,6.2518,-75.5636,La Candelaria,5.88,10.0,52.85
2022-03-06,Museo de Antioquia,6.2518,-75.5636,La Candelaria,19.71,23.03,42.6
2022-03-07,Museo de Antioquia,6.2518,-75.5636,La Candelaria,21.08,29.11,42.31
2022-03-08,Museo de Antioquia,6.2518,-75.5636,La Candelaria,18.47,21.81,45.37
2022-03-09,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.49,51.31,55.81
2022-03-10,Museo de Antioquia,6.2518,-75.5636,La Candelaria,6.98,10.0,47.73
2022-03-11,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.11,44.95,97.79
2022-03-12,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.57,51.98,54.31
2022-03-13,Museo de Antioquia,6.2518,-75.5636,La Candelaria,23.21,38.63,51.38
2022-03-14,Museo de Antioquia,6.2518,-75.5636,La Candelaria,11.82,18.9,32.72
2022-03-15,Museo de Antioquia,6.2518,-75.5636,La Candelaria,18.65,56.73,11.99
2022-03-16,Museo de Antioquia,6.2518,-75.5636,La Candelaria,23.49,26.15,32.92
2022-03-17,Museo de Antioquia,6.2518,-75.5636,La Candelaria,26.71,48.72,23.83
2022-03-18,Museo de Antioquia,6.2518,-75.5636,La Candelaria,12.28,28.9,29.04
2022-03-19,Museo de Antioquia,6.2518,-75.5636,La Candelaria,19.73,35.97,30.23
2022-03-20,Museo de Antioquia,6.2518,-75.5636,La Candelaria,35.15,69.61,9.62
2022-03-21,Museo de Antioquia,6.2518,-75.5636,La Candelaria,19.49,28.47,52.79
2022-03-22,Museo de Antioquia,6.2518,-75.5636,La Candelaria,11.66,19.84,47.57
2022-03-23,Museo de Antioquia,6.2518,-75.5636,La Candelaria,24.93,32.86,34.98
2022-03-24,Museo de Antioquia,6.2518,-75.5636,La Candelaria,14.2,19.03,66.48
2022-03-25,Museo de Antioquia,6.2518,-75.5636,La Candelaria,21.24,25.62,53.77
2022-03-26,Museo de Antioquia,6.2518,-75.5636,La Candelaria,34.98,73.28,17.21
2022-03-27,Museo de Antioquia,6.2518,-75.5636,La Candelaria,14.13,38.1,29.38
2022-03-28,Museo de Antioquia,6.2518,-75.5636,La Candelaria,21.55,46.54,26.1
2022-03-29,Museo de Antioquia,6.2518,-75.5636,La Candelaria,17.52,10.0,24.63
2022-03-30,Museo de Antioquia,6.2518,-75.5636,La Candelaria,15.98,16.29,64.49
2022-03-31,Museo de Antioquia,6.2518,-75.5636,La Candelaria,6.56,10.0,41.96
2022-04-01,Museo de Antioquia,6.2518,-75.5636,La Candelaria,29.53,38.8,57.45
2022-04-02,Museo de Antioquia,6.2518,-75.5636,La Candelaria,18.08,22.73,46.93
2022-04-03,Museo de Antioquia,6.2518,-75.5636,La Candelaria,19.59,29.26,41.05
2022-04-04,Museo de Antioquia,6.2518,-75.5636,La Candelaria,14.92,27.99,49.93
2022-04-05,Museo de Antioquia,6.2518,-75.5636,La Candelaria,30.69,42.86,72.0
2022-04-06,Museo de Antioquia,6.2518,-75.5636,La Candelaria,5.0,10.0,48.82
2022-04-07,Museo de Antioquia,6.2518,-75.5636,La Candelaria,20.25,30.22,36.88
2022-04-08,Museo de Antioquia,6.2518,-75.5636,La Candelaria,14.06,19.41,52.74
2022-04-09,Museo de Antioquia,6.2518,-75.5636,La Candelaria,20.86,30.61,53.49
2022-04-10,Museo de Antioquia,6.2518,-75.5636,La Candelaria,20.46,44.95,49.44
2022-04-11,Museo de Antioquia,6.2518,-75.5636,La Candelaria,11.37,14.86,51.21
2022-04-12,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.88,40.98,41.76
2022-04-13,Museo de Antioquia,6.2518,-75.5636,La Candelaria,28.22,44.88,48.21
2022-04-14,Museo de Antioquia,6.2518,-75.5636,La Candelaria,16.38,27.31,56.48
2022-04-15,Museo de Antioquia,6.2518,-75.5636,La Candelaria,24.6,52.42,59.58
2022-04-16,Museo de Antioquia,6.2518,-75.5636,La Candelaria,18.17,39.52,35.35
2022-04-17,Museo de Antioquia,6.2518,-75.5636,La Candelaria,20.59,35.77,41.45
2022-04-18,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.76,32.79,71.39
2022-04-19,Museo de Antioquia,6.2518,-75.5636,La Candelaria,9.95,10.0,57.37
2022-04-20,Museo de Antioquia,6.2518,-75.5636,La Candelaria,24.33,50.04,49.43
2022-04-21,Museo de Antioquia,6.2518,-75.5636,La Candelaria,17.9,23.25,41.14
2022-04-22,Museo de Antioquia,6.2518,-75.5636,La Candelaria,12.58,32.4,37.79
2022-04-23,Museo de Antioquia,6.2518,-75.5636,La Candelaria,11.4,17.3,46.19
2022-04-24,Museo de Antioquia,6.2518,-75.5636,La Candelaria,13.49,16.06,43.66
2022-04-25,Museo de Antioquia,6.2518,-75.5636,La Candelaria,19.96,30.86,32.93
2022-04-26,Museo de Antioquia,6.2518,-75.5636,La Candelaria,19.86,21.26,18.89
2022-04-27,Museo de Antioquia,6.2518,-75.5636,La Candelaria,12.25,19.92,44.66
2022-04-28,Museo de Antioquia,6.2518,-75.5636,La Candelaria,29.8,62.22,37.6
2022-04-29,Museo de Antioquia,6.2518,-75.5636,La Candelaria,17.85,22.1,39.72
2022-04-30,Museo de Antioquia,6.2518,-75.5636,La Candelaria,15.69,31.47,27.59
2022-05-01,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.15,55.21,38.37
2022-05-02,Museo de Antioquia,6.2518,-75.5636,La Candelaria,21.21,45.09,33.98
2022-05-03,Museo de Antioquia,6.2518,-75.5636,La Candelaria,19.79,35.75,41.47
2022-05-04,Museo de Antioquia,6.2518,-75.5636,La Candelaria,11.82,21.51,47.47
2022-05-05,Museo de Antioquia,6.2518,-75.5636,La Candelaria,29.61,62.89,72.3
2022-05-06,Museo de Antioquia,6.2518,-75.5636,La Candelaria,11.86,30.07,42.75
2022-05-07,Museo de Antioquia,6.2518,-75.5636,La Candelaria,35.52,55.85,27.4
2022-05-08,Museo de Antioquia,6.2518,-75.5636,La Candelaria,13.2,10.0,32.11
2022-05-09,Museo de Antioquia,6.2518,-75.5636,La Candelaria,11.93,22.97,45.13
2022-05-10,Museo de Antioquia,6.2518,-75.5636,La Candelaria,33.01,68.92,31.35
2022-05-11,Museo de Antioquia,6.2518,-75.5636,La Candelaria,10.81,24.38,20.2
2022-05-12,Museo de Antioquia,6.2518,-75.5636,La Candelaria,32.65,70.57,32.96
2022-05-13,Museo de Antioquia,6.2518,-75.5636,La Candelaria,5.0,22.54,38.28
2022-05-14,Museo de Antioquia,6.2518,-75.5636,La Candelaria,27.9,34.28,31.01
2022-05-15,Museo de Antioquia,6.2518,-75.5636,La Candelaria,18.04,32.95,33.25
2022-05-16,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.98,30.69,37.86
2022-05-17,Museo de Antioquia,6.2518,-75.5636,La Candelaria,18.96,39.28,50.67
2022-05-18,Museo de Antioquia,6.2518,-75.5636,La Candelaria,9.0,10.0,59.17
2022-05-19,Museo de Antioquia,6.2518,-75.5636,La Candelaria,20.66,29.7,63.27
2022-05-20,Museo de Antioquia,6.2518,-75.5636,La Candelaria,18.93,45.86,41.01
2022-05-21,Museo de Antioquia,6.2518,-75.5636,La Candelaria,34.49,79.63,36.27
2022-05-22,Museo de Antioquia,6.2518,-75.5636,La Candelaria,25.77,52.84,60.53
2022-05-23,Museo de Antioquia,6.2518,-75.5636,La Candelaria,10.28,25.37,55.88
2022-05-24,Museo de Antioquia,6.2518,-75.5636,La Candelaria,5.0,10.0,9.41
2022-05-25,Museo de Antioquia,6.2518,-75.5636,La Candelaria,15.84,35.7,62.54
2022-05-26,Museo de Antioquia,6.2518,-75.5636,La Candelaria,18.59,49.75,19.3
2022-05-27,Museo de Antioquia,6.2518,-75.5636,La Candelaria,5.0,10.0,45.76
2022-05-28,Museo de Antioquia,6.2518,-75.5636,La Candelaria,17.74,11.25,38.66
2022-05-29,Museo de Antioquia,6.2518,-75.5636,La Candelaria,7.56,20.31,45.5
2022-05-30,Museo de Antioquia,6.2518,-75.5636,La Candelaria,10.48,13.73,24.11
2022-05-31,Museo de Antioquia,6.2518,-75.5636,La Candelaria,17.5,41.05,25.21
2022-06-01,Museo de Antioquia,6.2518,-75.5636,La Candelaria,29.03,46.96,28.11
2022-06-02,Museo de Antioquia,6.2518,-75.5636,La Candelaria,24.14,33.11,31.7
2022-06-03,Museo de Antioquia,6.2518,-75.5636,La Candelaria,15.42,47.4,40.53
2022-06-04,Museo de Antioquia,6.2518,-75.5636,La Candelaria,19.4,37.06,38.32
2022-06-05,Museo de Antioquia,6.2518,-75.5636,La Candelaria,23.23,47.96,51.36
2022-06-06,Museo de Antioquia,6.2518,-75.5636,La Candelaria,20.76,31.6,35.87
2022-06-07,Museo de Antioquia,6.2518,-75.5636,La Candelaria,6.58,10.0,60.5
2022-06-08,Museo de Antioquia,6.2518,-75.5636,La Candelaria,38.16,66.2,48.65
2022-06-09,Museo de Antioquia,6.2518,-75.5636,La Candelaria,27.49,80.27,56.79
2022-06-10,Museo de Antioquia,6.2518,-75.5636,La Candelaria,23.98,33.6,15.9
2022-06-11,Museo de Antioquia,6.2518,-75.5636,La Candelaria,26.63,40.37,18.67
2022-06-12,Museo de Antioquia,6.2518,-75.5636,La Candelaria,19.83,24.87,65.31
2022-06-13,Museo de Antioquia,6.2518,-75.5636,La Candelaria,32.05,57.62,62.2
2022-06-14,Museo de Antioquia,6.2518,-75.5636,La Candelaria,25.62,37.5,62.85
2022-06-15,Museo de Antioquia,6.2518,-75.5636,La Candelaria,29.31,42.39,37.14
2022-06-16,Museo de Antioquia,6.2518,-75.5636,La Candelaria,18.0,18.56,53.89
2022-06-17,Museo de Antioquia,6.2518,-75.5636,La Candelaria,40.28,58.51,48.44
2022-06-18,Museo de Antioquia,6.2518,-75.5636,La Candelaria,19.79,30.76,31.11
2022-06-19,Museo de Antioquia,6.2518,-75.5636,La Candelaria,18.09,33.04,27.54
2022-06-20,Museo de Antioquia,6.2518,-75.5636,La Candelaria,27.16,48.39,36.42
2022-06-21,Museo de Antioquia,6.2518,-75.5636,La Candelaria,17.74,26.16,51.33
2022-06-22,Museo de Antioquia,6.2518,-75.5636,La Candelaria,29.01,42.44,41.49
2022-06-23,Museo de Antioquia,6.2518,-75.5636,La Candelaria,31.01,39.13,48.15
2022-06-24,Museo de Antioquia,6.2518,-75.5636,La Candelaria,19.7,41.16,28.55
2022-06-25,Museo de Antioquia,6.2518,-75.5636,La Candelaria,10.56,10.0,40.72
2022-06-26,Museo de Antioquia,6.2518,-75.5636,La Candelaria,27.08,39.7,49.58
2022-06-27,Museo de Antioquia,6.2518,-75.5636,La Candelaria,11.71,20.41,21.83
2022-06-28,Museo de Antioquia,6.2518,-75.5636,La Candelaria,19.79,36.09,27.09
2022-06-29,Museo de Antioquia,6.2518,-75.5636,La Candelaria,21.92,49.53,31.35
2022-06-30,Museo de Antioquia,6.2518,-75.5636,La Candelaria,31.69,45.74,47.95
2022-07-01,Museo de Antioquia,6.2518,-75.5636,La Candelaria,36.53,41.04,28.05
2022-07-02,Museo de Antioquia,6.2518,-75.5636,La Candelaria,29.62,51.28,45.57
2022-07-03,Museo de Antioquia,6.2518,-75.5636,La Candelaria,20.17,37.17,37.66
2022-07-04,Museo de Antioquia,6.2518,-75.5636,La Candelaria,34.34,64.36,45.06
2022-07-05,Museo de Antioquia,6.2518,-75.5636,La Candelaria,21.7,34.19,33.51
2022-07-06,Museo de Antioquia,6.2518,-75.5636,La Candelaria,28.16,46.47,44.35
2022-07-07,Museo de Antioquia,6.2518,-75.5636,La Candelaria,41.6,83.6,35.11
2022-07-08,Museo de Antioquia,6.2518,-75.5636,La Candelaria,34.61,58.22,9.43
2022-07-09,Museo de Antioquia,6.2518,-75.5636,La Candelaria,16.94,11.78,34.73
2022-07-10,Museo de Antioquia,6.2518,-75.5636,La Candelaria,25.15,62.03,44.9
2022-07-11,Museo de Antioquia,6.2518,-75.5636,La Candelaria,23.25,50.14,6.83
2022-07-12,Museo de Antioquia,6.2518,-75.5636,La Candelaria,26.88,56.1,17.82
2022-07-13,Museo de Antioquia,6.2518,-75.5636,La Candelaria,34.15,64.86,33.77
2022-07-14,Museo de Antioquia,6.2518,-75.5636,La Candelaria,30.06,76.82,42.73
2022-07-15,Museo de Antioquia,6.2518,-75.5636,La Candelaria,26.99,43.98,27.25
2022-07-16,Museo de Antioquia,6.2518,-75.5636,La Candelaria,31.64,48.4,41.07
2022-07-17,Museo de Antioquia,6.2518,-75.5636,La Candelaria,21.18,42.91,45.0
2022-07-18,Museo de Antioquia,6.2518,-75.5636,La Candelaria,33.3,54.84,35.95
2022-07-19,Museo de Antioquia,6.2518,-75.5636,La Candelaria,17.17,26.46,45.66
2022-07-20,Museo de Antioquia,6.2518,-75.5636,La Candelaria,31.06,46.68,53.04
2022-07-21,Museo de Antioquia,6.2518,-75.5636,La Candelaria,35.85,68.66,68.15
2022-07-22,Museo de Antioquia,6.2518,-75.5636,La Candelaria,18.81,21.41,13.32
2022-07-23,Museo de Antioquia,6.2518,-75.5636,La Candelaria,36.97,73.09,39.17
2022-07-24,Museo de Antioquia,6.2518,-75.5636,La Candelaria,27.24,37.78,76.69
2022-07-25,Museo de Antioquia,6.2518,-75.5636,La Candelaria,26.03,47.95,50.89
2022-07-26,Museo de Antioquia,6.2518,-75.5636,La Candelaria,28.85,54.17,28.14
2022-07-27,Museo de Antioquia,6.2518,-75.5636,La Candelaria,28.77,70.61,60.18
2022-07-28,Museo de Antioquia,6.2518,-75.5636,La Candelaria,37.75,62.83,25.16
2022-07-29,Museo de Antioquia,6.2518,-75.5636,La Candelaria,23.99,43.75,56.41
2022-07-30,Museo de Antioquia,6.2518,-75.5636,La Candelaria,11.46,35.92,37.63
2022-07-31,Museo de Antioquia,6.2518,-75.5636,La Candelaria,21.58,28.73,15.18
2022-08-01,Museo de Antioquia,6.2518,-75.5636,La Candelaria,31.59,57.59,20.65
2022-08-02,Museo de Antioquia,6.2518,-75.5636,La Candelaria,14.64,22.99,65.04
2022-08-03,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.92,26.23,36.31
2022-08-04,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.82,14.1,39.19
2022-08-05,Museo de Antioquia,6.2518,-75.5636,La Candelaria,23.15,48.64,67.73
2022-08-06,Museo de Antioquia,6.2518,-75.5636,La Candelaria,34.01,58.53,23.4
2022-08-07,Museo de Antioquia,6.2518,-75.5636,La Candelaria,45.59,82.65,40.21
2022-08-08,Museo de Antioquia,6.2518,-75.5636,La Candelaria,24.81,46.63,37.83
2022-08-09,Museo de Antioquia,6.2518,-75.5636,La Candelaria,20.41,31.27,39.51
2022-08-10,Museo de Antioquia,6.2518,-75.5636,La Candelaria,20.65,30.05,41.6
2022-08-11,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.96,56.37,0.24
2022-08-12,Museo de Antioquia,6.2518,-75.5636,La Candelaria,33.73,73.18,8.9
2022-08-13,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.26,36.35,18.89
2022-08-14,Museo de Antioquia,6.2518,-75.5636,La Candelaria,18.78,22.69,66.28
2022-08-15,Museo de Antioquia,6.2518,-75.5636,La Candelaria,32.49,71.19,50.83
2022-08-16,Museo de Antioquia,6.2518,-75.5636,La Candelaria,15.97,23.5,47.34
2022-08-17,Museo de Antioquia,6.2518,-75.5636,La Candelaria,15.22,34.53,36.4
2022-08-18,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.0,46.71,46.66
2022-08-19,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.11,51.4,23.78
2022-08-20,Museo de Antioquia,6.2518,-75.5636,La Candelaria,29.93,59.8,35.36
2022-08-21,Museo de Antioquia,6.2518,-75.5636,La Candelaria,27.61,37.19,53.86
2022-08-22,Museo de Antioquia,6.2518,-75.5636,La Candelaria,23.52,37.11,55.74
2022-08-23,Museo de Antioquia,6.2518,-75.5636,La Candelaria,19.37,20.77,16.65
2022-08-24,Museo de Antioquia,6.2518,-75.5636,La Candelaria,29.85,40.92,66.32
2022-08-25,Museo de Antioquia,6.2518,-75.5636,La Candelaria,8.34,31.98,43.17
2022-08-26,Museo de Antioquia,6.2518,-75.5636,La Candelaria,24.23,38.16,45.99
2022-08-27,Museo de Antioquia,6.2518,-75.5636,La Candelaria,24.7,55.49,41.71
2022-08-28,Museo de Antioquia,6.2518,-75.5636,La Candelaria,26.2,43.53,39.15
2022-08-29,Museo de Antioquia,6.2518,-75.5636,La Candelaria,27.46,32.33,19.78
2022-08-30,Museo de Antioquia,6.2518,-75.5636,La Candelaria,30.95,57.41,37.24
2022-08-31,Museo de Antioquia,6.2518,-75.5636,La Candelaria,25.15,48.74,31.9
2022-09-01,Museo de Antioquia,6.2518,-75.5636,La Candelaria,11.77,23.15,25.32
2022-09-02,Museo de Antioquia,6.2518,-75.5636,La Candelaria,21.27,21.25,55.44
2022-09-03,Museo de Antioquia,6.2518,-75.5636,La Candelaria,21.78,41.77,54.74
2022-09-04,Museo de Antioquia,6.2518,-75.5636,La Candelaria,31.32,66.53,12.39
2022-09-05,Museo de Antioquia,6.2518,-75.5636,La Candelaria,7.76,10.0,40.39
2022-09-06,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.14,32.6,42.8
2022-09-07,Museo de Antioquia,6.2518,-75.5636,La Candelaria,11.96,15.41,18.9
2022-09-08,Museo de Antioquia,6.2518,-75.5636,La Candelaria,10.61,10.0,25.36
2022-09-09,Museo de Antioquia,6.2518,-75.5636,La Candelaria,26.43,38.08,79.49
2022-09-10,Museo de Antioquia,6.2518,-75.5636,La Candelaria,21.95,41.35,27.12
2022-09-11,Museo de Antioquia,6.2518,-75.5636,La Candelaria,23.6,36.73,41.83
2022-09-12,Museo de Antioquia,6.2518,-75.5636,La Candelaria,38.48,68.3,57.24
2022-09-13,Museo de Antioquia,6.2518,-75.5636,La Candelaria,12.37,21.92,66.56
2022-09-14,Museo de Antioquia,6.2518,-75.5636,La Candelaria,12.98,41.5,50.62
2022-09-15,Museo de Antioquia,6.2518,-75.5636,La Candelaria,13.5,30.62,54.59
2022-09-16,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.97,25.65,29.09
2022-09-17,Museo de Antioquia,6.2518,-75.5636,La Candelaria,16.02,28.09,49.31
2022-09-18,Museo de Antioquia,6.2518,-75.5636,La Candelaria,19.42,21.61,45.7
2022-09-19,Museo de Antioquia,6.2518,-75.5636,La Candelaria,22.88,46.79,56.21
2022-09-20,Museo de Antioquia,6.2518,-75.5636,La Candelaria,24.67,49.0,38.95
2022-09-21,Museo de Antioquia,6.2518,-75.5636,La Candelaria,5.0,13.3,43.12
2022-09-22,Museo de Antioquia,6.2518,-75.5636,La Candelaria,20.17,23.54,23.78
2022-09-23,Museo de Antioquia,6.2518,-75.5636,La Candelaria,26.43,47.17,50.22
2022-09-24,Museo de Antioquia,6.2518,-75.5636,La Candelaria,18.23,33.11,54.07
2022-09-25,Museo de Antioquia,6.2518,-75.5636,La Candelaria,13.87,25.93,33.07
2022-09-26,Museo de Antioquia,6.2518,-75.5636,La Candelaria,14.52,23.05,43.33
2022-09-27,Museo de Antioquia,6.2518,-75.5636,La Candelaria,14.17,38.06,26.58
2022-09-28,Museo de Antioquia,6.2518,-75.5636,La Candelaria,16.51,25.31,61.7
2022-09-29,Museo de Antioquia,6.2518,-75.5636,La Candelaria,19.57,45.55,17.72
2022-09-30,Museo de Antioquia,6.2518,-75.5636,La Candelaria,20.14,45.14,41.23
2022-10-01,Museo de Antioquia,6.2518,-75.5636,La Candelaria,26.52,42.57,61.14
2022-10-02,Museo de Antioquia,6.2518,-75.5636,La Candelaria,36.39,61.88,33.32
2022-10-03,Museo de Antioquia,6.2518,-75.5636,La Candelaria,29.63,69.12,32.16
2022-10-04,Museo de Antioquia,6.2518,-75.5636,La Candelaria,14.64,23.53,19.83
2022-10-05,Museo de Antioquia,6.2518,-75.5636,La Candelaria,10.65,10.0,28.48
2022-10-06,Museo de Antioquia,6.2518,-75.5636,La Candelaria,17.72,34.24,63.26
2022-10-07,Museo de Antioquia,6.2518,-75.5636,La Candelaria,10.01,27.87,36.79
2022-10-08,Museo de Antioquia,6.2518,-75.5636,La Candelaria,17.6,38.44,23.16
2022-10-09,Museo de Antioquia,6.2518,-75.5636,La Candelaria,21.06,39.57,47.39
2022-10-10,Museo de Antioquia,6.2518,-75.5636,La Candelaria,20.31,61.12,30.43
2022-10-11,Museo de Antioquia,6.2518,-75.5636,La Candelaria,13.75,18.52,31.67
2022-10-12,Museo de Antioquia,6.2518,-75.5636,La Candelaria,12.9,35.11,61.31
2022-10-13,Museo de Antioquia,6.2518,-75.5636,La Candelaria,13.43,15.86,47.07
2022-10-14,Museo de Antioquia,6.2518,-75.5636,La Candelaria,13.58,30.78,43.04
2022-10-15,Museo de Antioquia,6.2518,-75.5636,La Candelaria,5.87,26.05,66.94
2022-10-16,Museo de Antioquia,6.2518,-75.5636,La Candelaria,13.1,19.7,44.29
2022-10-17,Museo de Antioquia,6.2518,-75.5636,La Candelaria,20.68,43.8,70.15
2022-10-18,Museo de Antioquia,6.2518,-75.5636,La Candelaria,16.58,21.87,19.31
2022-10-19,Museo de Antioquia,6.2518,-75.5636,La Candelaria,12.15,21.54,66.92
2022-10-20,Museo de Antioquia,6.2518,-75.5636,La Candelaria,13.86,27.18,39.75
2022-10-21,Museo de Antioquia,6.2518,-75.5636,La Candelaria,27.51,74.78,32.04
2022-10-22,Museo de Antioquia,6.2518,-75.5636,La Candelaria,14.08,35.79,50.23
2022-10-23,Museo de Antioquia,6.2518,-75.5636,La Candelaria,32.77,64.83,34.61
